"Txhash","UnixTimestamp","DateTime","From","To","Value","ContractAddress","TokenName","TokenSymbol"
"0xb812fa1b5384c5361a923de378e6ba7c049574241a43e0a140a780ca4898f7a3","1590969944","2020-06-01 00:05:44","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x0000000000000000000000000000000000000000","3.12952328","0x8af17a6396c8f315f6b6dbc6aa686c85f9b3e554","3X Long Tezos Token","XTZBULL"
"0x6932317e2a8ba24232ac979687e78beb3fee6fa88b38b5555edcf71c0a2294c1","1590969982","2020-06-01 00:06:22","0x13132a4501602e0de46923903ee5ed5297e68417","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","1,785.357572","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x1eb3060c8622e807a88407df15286fd1fef8a90b548cef5d68b680832dc7b27d","1590970534","2020-06-01 00:15:34","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xaada9d5cf501251379ddf82dcd0017fee9711717","42.4586","0x4fabb145d64652a948d72533023f6e7a623c7c53","Binance USD","BUSD"
"0x256094ef4847c1d16983fd62770555fddbef2a01ce4fa7040532f81b2de12a42","1590970597","2020-06-01 00:16:37","0x19593d6cd9f5bc25233f21888c860d99c422926f","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","497.18117","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x7636949e2b80214f2c9cab426ded9e0e92a6d49e8fb9fd155fe9c849a9c2f12e","1590970613","2020-06-01 00:16:53","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x7886ee66f418f97733547d618861c50f7d5868ec","189.36","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xc4adf41b4810225493831c86b8f528c1b7498e4c4278622886917665405b1e84","1590970749","2020-06-01 00:19:09","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x4208b6c5f5e26770c5ccc6221c4ca7d837521c11","91.4","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xee5ca2dc07b1f5aefe98f6d41eab330cda8bf4a1f3023981fc3b7b7bf6524bfe","1590970837","2020-06-01 00:20:37","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x0000000000000000000000000000000000000000","0.4651455","0x43de1145cd22f0a9cc99e51c205e6e81161df6b9","3X Long Cardano Token","ADABULL"
"0x698441bed85e9e725aad7342e63962d2b5f9fb2745caf01465e35e91ef43917a","1590970837","2020-06-01 00:20:37","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x0000000000000000000000000000000000000000","645.55106359","0xb3299d4bab93bf04d5b11bc49cd6dfad1f77d23f","3X Short Cardano Token","ADABEAR"
"0xf8f1c7545bfcff2b25867edd5dc91bdefed81609a8050dc4706b8ee049890f7a","1590970837","2020-06-01 00:20:37","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x0000000000000000000000000000000000000000","128,322.11099425","0x584936357d68f5143f12e2e64f0089db93814dad","3X Long Algorand Token","ALGOBULL"
"0xbc1e36a167bab3a0a46079bd599a32fc5b732eae596fbb6117c40b1948311224","1590970837","2020-06-01 00:20:37","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x0000000000000000000000000000000000000000","4,650.91137333","0xbe893b4c214dbffc17ef1e338fbdb7061ff09237","3X Short Matic Token","MATICBEAR"
"0xc642c4d88717e6cc2d6797eb0e7c50cdd5081f9c84b509e14a31301f5421df94","1590970837","2020-06-01 00:20:37","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x0000000000000000000000000000000000000000","0.63536058","0x8af17a6396c8f315f6b6dbc6aa686c85f9b3e554","3X Long Tezos Token","XTZBULL"
"0x6462596c37ba30a9635fc20fdac4d3ce23a76a2972a9069a630a7c5f8eb93079","1590970837","2020-06-01 00:20:37","0x0000000000000000000000000000000000000000","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","805.58306024","0xa38920c00d1a5303db538a3ea08da7a779e1f751","3X Long TomoChain Token","TOMOBULL"
"0xdb16c4bb439930806efea291af58198eb7111cc6ebd4cae198f54043a43e1c03","1590970837","2020-06-01 00:20:37","0x0000000000000000000000000000000000000000","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","359.50828268","0x7e03521b9da891ca3f79a8728e2eaeb24886c5f9","3X Long Matic Token","MATICBULL"
"0xe43b3c2deb6dd9766b68991037920559a7b5da338315dc38aac9c4b0fe309197","1590970853","2020-06-01 00:20:53","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x57be00f69a6c1a9791315acdf658beb1023e4326","2.794205","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC"
"0xe1cf5069c82cc95bf137a61b95ba5b8dda8534e5a3fe50c3213916718ee3fdb4","1590971133","2020-06-01 00:25:33","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x7227775af0bc1598e9033dfd4919d9fb1b4847fa","135,000","0x8e870d67f660d95d5be530380d0ec0bd388289e1","Paxos Standard","PAX"
"0x80b8df5bc062b9d35faed383a9586a4dbf31ee746c4b984d87c4ed3986f71f44","1590971194","2020-06-01 00:26:34","0x409e0c9a8d39a508d223d1f0f0b45855e2b7a666","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","29,999","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xa6fe346b6109ab7cbfae2a68472ec9a1fff0995b848dea19064522271e1b40e0","1590971208","2020-06-01 00:26:48","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xcfca442cc5b27957a86ceddd6b59cb1c005271f4","50","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x662f8a0d3113e6810b75ff2ded15ebe4151d25ce365d329e50b1b6a7d8fa870d","1590971568","2020-06-01 00:32:48","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xf820e7d68e6fc37dead2cbc53abfb41db2234a12","2,529.4967","0x8e870d67f660d95d5be530380d0ec0bd388289e1","Paxos Standard","PAX"
"0xf4b3310784931e35662ff67d9a535d8650d3cf564182246ec4a2d4d744962623","1590971633","2020-06-01 00:33:53","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xc6621b0c8f732e355a7c8f24667e7df35687862a","1,500","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC"
"0x06f50e00f543930d2646ae5d9bc3bfedd89f091eb727dd73b0b70338c1522c77","1590971698","2020-06-01 00:34:58","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xf820e7d68e6fc37dead2cbc53abfb41db2234a12","2,535.5224","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC"
"0x64db2222a7a3b0fee7a888a1e8029f50af9639824d145169116608395a9237ba","1590971741","2020-06-01 00:35:41","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x0000000000000000000000000000000000000000","4,800.13511446","0xbe893b4c214dbffc17ef1e338fbdb7061ff09237","3X Short Matic Token","MATICBEAR"
"0x96dd9924a4c0ed14534b90ca7337460a83a2abbc4f35d61d818e68df6ff81207","1590971741","2020-06-01 00:35:41","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xc6621b0c8f732e355a7c8f24667e7df35687862a","828.170893","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC"
"0x13b60a322312519fc4b65759c7eed087d45a2d304b975b1f05b83074735fb795","1590971741","2020-06-01 00:35:41","0x0000000000000000000000000000000000000000","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","2.27406515","0x43de1145cd22f0a9cc99e51c205e6e81161df6b9","3X Long Cardano Token","ADABULL"
"0xb71f072d3e126cfb71d6ee1a6ef713c42152a771fc7f50f9d44a0f4ee2e445e8","1590971766","2020-06-01 00:36:06","0x54a097af5ed9abe8b7fc0443b89f198cae6c2cec","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","99","0x0000000000085d4780b73119b644ae5ecd22b376","TrueUSD","TUSD"
"0x9b1752bad9bde5617d7da10b62fbd7c2ed6750f0fed0cd9636f7984ebbc3d949","1590971802","2020-06-01 00:36:42","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xc6621b0c8f732e355a7c8f24667e7df35687862a","1,396.997911","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC"
"0x4f77e7d730b6fa8d06305eae86058170d6564ea281ea62b98301e34a5b3068b2","1590971844","2020-06-01 00:37:24","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xc6621b0c8f732e355a7c8f24667e7df35687862a","1,800","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC"
"0xa1f1025dac3164df1e5c928b6cc8e3971cd0967f6785ebae230246474cd31d29","1590971996","2020-06-01 00:39:56","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xc6621b0c8f732e355a7c8f24667e7df35687862a","358.924998","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC"
"0x72117425a518c6f67a7954a8e48f17dc378bc575556336fedc405a03cd42fd4b","1590972002","2020-06-01 00:40:02","0xaf739c94995cd0ad531aea593a7642a487a0eaf6","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","559.28","0x0000000000085d4780b73119b644ae5ecd22b376","TrueUSD","TUSD"
"0xc494a3d01503d633e076b4056aa82dd73c3d9194f6faa2201aa7435adab5af82","1590972119","2020-06-01 00:41:59","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x70ef58bc46a22e28727d91aa5c6e8a1b95d90c75","1,749.60712311","0xdf574c24545e5ffecb9a659c229253d4111d87e1","HUSD","HUSD"
"0xd6352767794d6eb82fd98e0f75ca909b5f816e2ad0396c721ed7394aff737642","1590972207","2020-06-01 00:43:27","0x7146acb2760f7ef131da82331d76c2062156766d","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","99","0x0000000000085d4780b73119b644ae5ecd22b376","TrueUSD","TUSD"
"0xe7ea31c2c5392011a1165ec6fa9c30e184c5b5d2fa3210a62ad531914f8ac631","1590972209","2020-06-01 00:43:29","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x45b79586bddb7d18d392a91014a7786e5d73b830","783","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x5354ed55018b6812ff6743bc164253c8deeb8795ac8a818a4e477e7fd524b070","1590972600","2020-06-01 00:50:00","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x118025fd80e3f7eb9e7ce2c4d4b81e9295515b7a","399","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xdb3df2cbb0ab2fbdc0c7e1e91a160063e0cefc5ffa85533eb2b1e1d670e93bc1","1590972606","2020-06-01 00:50:06","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x7a9453829f54ed3fce48eb781c1b94296d5b7190","2,947.63","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x0a7b5636bdb973ca9904ff03e9147d698048b3fec252c03335103896875ad5b6","1590972718","2020-06-01 00:51:58","0xe5c81b0c54a39009f53a29a5999bff699cbd31e7","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","188.4154","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x9191ec5eb1552f013be4b5d6c5942c7033b30ec8fc5176a9e08e51c82e086573","1590972908","2020-06-01 00:55:08","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x2bf37f2326afcb590ed63d393cec48ddf587e456","349.5399","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x70dd78fc9cbee322678937b114d18807822f377db471388e0f812e643dab30a5","1590972977","2020-06-01 00:56:17","0x54a097af5ed9abe8b7fc0443b89f198cae6c2cec","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","198","0x0000000000085d4780b73119b644ae5ecd22b376","TrueUSD","TUSD"
"0x2a9da1a647a39580c2c77745e62df18fa8adde304d7bb7216435a4fe07b80197","1590973014","2020-06-01 00:56:54","0x4dc59722951f27959f57f9797f88894630c54e97","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","6,145.622451","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x6c21c26d6d636d48c9f43514d776e7622f7462e71b4bc7a08a809ab3da069fc0","1590973195","2020-06-01 00:59:55","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xf71149ddc514ed7e3b084167740e8c47009c6661","101","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x4b7c316f716f242109c3c22ae61c8b6a51f31bd9f65a56ae167693ab950b8178","1590973255","2020-06-01 01:00:55","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xd84bd461528473c333829170cbe0621f49213bec","1,490","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x7f49aa915656408406189f083c4dc4889a75dc8cf8e53c24a9da33123349ad44","1590973310","2020-06-01 01:01:50","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x80c681e7c1457ff35251c38e16c4b67be9490f43","1,000","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x92086c636eb3dc3a006cbf8216ca2e5b899d903f711d81a660e3f400d0d8dfcf","1590973467","2020-06-01 01:04:27","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x7b800efbb6833083b9dbfb070474f1652ccd0b93","1,896.581684","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x841ce0eedb1ca363daa6cfcb183dbaa927619faf7c16fbbf837320fb577891eb","1590973565","2020-06-01 01:06:05","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x0000000000000000000000000000000000000000","5.82138185","0x43de1145cd22f0a9cc99e51c205e6e81161df6b9","3X Long Cardano Token","ADABULL"
"0x048d6c913640be97d6137eaf0780a966ff5b51ee28f1019844a377c780ab96ea","1590973565","2020-06-01 01:06:05","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x0000000000000000000000000000000000000000","0.18362399","0x627e2ee3dbda546e168eaaff25a2c5212e4a95a0","Inverse Bitcoin Volatility Token","IBVOL"
"0xc1e2c5f4702dcc8b06cc78873721ec64f81a2e30623be075d8efeaaa4a5c3ffb","1590973565","2020-06-01 01:06:05","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x0000000000000000000000000000000000000000","115,782.67530738","0x584936357d68f5143f12e2e64f0089db93814dad","3X Long Algorand Token","ALGOBULL"
"0x7c25112931fa29c1d1419b6aa1ce30ea8f9a30c54e8dc51e442073546b861972","1590973607","2020-06-01 01:06:47","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x78f5375fc05655dd3c2a2495bfb71e4233e2f124","1,784.806048","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x0cbacc8abda8caee5cb2cfb7f0ee94284ee72242619a8ea2859eaa0639db2276","1590973787","2020-06-01 01:09:47","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xd58533068a9b53ce1068873c6c82d908e82ef83d","17.5408","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x632761aabd546ef546dae6e7abb8ccfce602893562aa082da28c46edf638c8ee","1590974341","2020-06-01 01:19:01","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x371ea2a6960f0bcc1e28beeaa318680d0b7c7a02","249","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x6e31bd5b9e56ef4fa14a9609a599ec2e3b0942a5407505c06b45ebfe138dcade","1590974353","2020-06-01 01:19:13","0xd2d0784cbc6326574b798134735d9f597164c9e8","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","441.63","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xc601d680311bc259fa1bd725dba3b764ffaed3d7ed4504ea1eb7e2cdf91e7d7b","1590974420","2020-06-01 01:20:20","0xd9081add0c363387edcdf806dafcc4a9a4d48343","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","860.56","0x0000000000085d4780b73119b644ae5ecd22b376","TrueUSD","TUSD"
"0xe58fb35e19eae24e1ba3da3f9a3d46f4547e0ec512efc85dc82ce9966d905d53","1590974447","2020-06-01 01:20:47","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x0000000000000000000000000000000000000000","0.45351342","0x43de1145cd22f0a9cc99e51c205e6e81161df6b9","3X Long Cardano Token","ADABULL"
"0x35c34d54a5ba2e17274b3a118fc0d9c9ad824b41bb3cf7d631d4b35b0614749a","1590974447","2020-06-01 01:20:47","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x0000000000000000000000000000000000000000","118,789.83043","0x584936357d68f5143f12e2e64f0089db93814dad","3X Long Algorand Token","ALGOBULL"
"0x00f952841275cc8f573222f24f7d99c6992eafc245dad936a9eef95a444d7da6","1590974447","2020-06-01 01:20:47","0x0000000000000000000000000000000000000000","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","83.40312984","0x7e03521b9da891ca3f79a8728e2eaeb24886c5f9","3X Long Matic Token","MATICBULL"
"0x579a46f43ff6482c0cca45a9e38a1a152fa9ad7adbdbe51c3fe06127c52e5d8f","1590974453","2020-06-01 01:20:53","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xd814fe197e491ae8e9a3d8fe8e97e44307c72019","5,266","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x9ac4e66919adf718307c4883a47ec98523e12ceb8e57fbec910efee395a09284","1590974568","2020-06-01 01:22:48","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x6765d4826851afa4cc9c96c016a86b71a5ad87fa","13.75679778","0x0000000000085d4780b73119b644ae5ecd22b376","TrueUSD","TUSD"
"0x040263f09901a540ee06663f1298ce4cdab3cbd6a82a6a82fb56bb1e9c30b54b","1590974605","2020-06-01 01:23:25","0x8e83ad5a44a526d1258cb59028bfea26f891f414","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","460.42","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x7a51656f1b9341c2451c61611fd28b9f90959b86337de972220962f9d19d23c0","1590974607","2020-06-01 01:23:27","0x40659e7b907766fd5acdbfb62be73340a01562ce","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","5,884.093802","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC"
"0x20e6415182cde5e075e0946a5dea3292b2c4318d6d7eb1ec9e0def162a4c1449","1590974648","2020-06-01 01:24:08","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xa5ea1c83f139fc90bcfaff146fe8b1995ef0d11c","10,000","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC"
"0x0aed826b756b124da1c4ce60a20a992aa52f8bf4df34739de71a8cdb1cdd48a3","1590974689","2020-06-01 01:24:49","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x7917327672d0f19f6b27c7eaf4dd6b9fc72c2db1","12,000","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC"
"0xac69299791812196e02ffeff81f6377fa9d16f6dff98f5b7158d60651e7f0a9b","1590974707","2020-06-01 01:25:07","0x49f4818556c5de4b2863432dd22bc963763fc323","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","4,003.83","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x6c0b251ea2427baf3ccf0a6b356cec631de700d05df828035e4eef4ba03cd5c8","1590974816","2020-06-01 01:26:56","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xb493e326578dc71db5b367d3399c896c9e076939","1","0x4c133e081dfb5858e39cca74e69bf603d409e57a","3X Long Bitcoin Cash Token","BCHBULL"
"0xe866559a95460754316c25b00d05dc37e5bc92bc3a8967f45bd87aa940132d3f","1590974876","2020-06-01 01:27:56","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xe8d36de5ae001b2324514326082c0c114adb5e7d","12","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xfb5f001aa4383065718462ad20733e90b3900287ba26e59759f12c17f3104324","1590974897","2020-06-01 01:28:17","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xc11f72a39482fc4b1c16646d295bb2a302557b60","80,000","0x4fabb145d64652a948d72533023f6e7a623c7c53","Binance USD","BUSD"
"0x4eba225a82bfb3cba3bdc9c8908b1fe7179600f704952487c924423fc32aeb5f","1590974897","2020-06-01 01:28:17","0xe5c81b0c54a39009f53a29a5999bff699cbd31e7","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","398.364967","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x8f38837acfc4357cf4a7cd67f4332400eab754e4320c03ad9bab574546562b36","1590975173","2020-06-01 01:32:53","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xb493e326578dc71db5b367d3399c896c9e076939","1","0xce49c3c92b33a1653f34811a9d7e34502bf12b89","3X Short Bitcoin SV Token","BSVBEAR"
"0x5d76e01f3abf1a4c1649bf11d6c8dc8df05b9bda9a525dee95f5743a01130a97","1590975275","2020-06-01 01:34:35","0xc547d414fd2f332f73af9c8a587ed3db46ac565a","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","198.832425","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xeadc4e74e4eb7c63eb0e150a157d42b25cb207a7d7a10bb567ada82f56fc70fc","1590975325","2020-06-01 01:35:25","0x0000000000000000000000000000000000000000","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","198.45671979","0xa38920c00d1a5303db538a3ea08da7a779e1f751","3X Long TomoChain Token","TOMOBULL"
"0x4f56f9e3d1769e7a87a1d7646dff3546aaf4234c9812e6d6c1ac13f582e8d298","1590975388","2020-06-01 01:36:28","0x92a7b865030c1a00384539b866d8623ab391c13f","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","1,950","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC"
"0xde61b30435132b938f60e362786ad62610abb19ce5ae3080e592b07d08839d47","1590975411","2020-06-01 01:36:51","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xac3d261bf88e81b315b4e1cc29a948c69d0b3c5a","255.4","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC"
"0xe1b769416602ec4d0060e59f7064cb9819113dad05e568404a2ad2fb5f7213f9","1590975790","2020-06-01 01:43:10","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xb493e326578dc71db5b367d3399c896c9e076939","1","0x016ee7373248a80bde1fd6baa001311d233b3cfa","3X Short Bitcoin Token","BEAR"
"0x0eff7be5e9d1bfa5808f87d01c7b1b30e414a6e6106eb3d2f4577c60034a9a7c","1590975790","2020-06-01 01:43:10","0x8a465232f55a0f990117d1f583fc6927436ccf89","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","58.263241","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
